;D;F;E;M;RW;WR;GuP;TU;IDAF;100;103;104;114;117;118;120;122;123;133;150;151;152;153;183;214;226;226a;226b;242;254;304;305;306;326;335;403;404;411;426;431
100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D;;;;;;;;;;0.0011445393109469917;0.006218318023276042;0.0026679760303189456;0.029159753921283112;0.03987717237032426;0.11881981643063427;0.0035285099904458638;0.007004096234244102;0.0008901494857853512;1.3319957607177788e-05;4.570427692609638e-05;0.00012444791735843113;9.931550093750067e-06;1.0594113223040973e-05;0.02022055555981924;0.08368871522698137;0.5476610798752458;0.007965284436763783;0.007263358419026289;0.0008978546131984617;0.0032331140833019487;0.5528432495778377;0.26183790087132025;0.004703724559937273;7.635988194949274e-07;0.40502887118318553;0.012156161185642266;0.006358163332944454;0.040570399466885725;0.012503040851561438;0.0023262657928433904
F;;;;;;;;;;0.00231232362705951;0.9141833148587116;0.16216720735585802;0.985326562031881;0.024567891742582264;0.6585916643370244;0.09491090950686852;0.00998588608689625;3.4382279715927196e-05;0.03271593334460078;0.0678119044481152;0.005825029593428133;0.07249368320110275;0.010173493226366211;0.017380088658542805;0.1771462971545426;0.10431145734684692;0.36827666435329265;0.13411054709944473;0.15770666960581853;0.0633018230351589;0.23732432763287614;0.13917367978489506;0.03636508766976509;0.0025644399516611;0.15365833448013716;0.8207517671817766;0.31232751036036194;0.2570244246989974;0.04370913240223119;0.2906909245941875
E;;;;;;;;;;0.031113948240636676;0.041250472800031295;0.12504106503743342;0.39118133105167074;0.14162436263348427;0.5665755880570761;0.0008879361025426732;0.006836232370475487;0.10765500166070699;5.4915999832723855e-05;0.021720620423911496;0.010400124118797836;0.12037074715064157;0.04034520309064155;0.14843821262804316;0.6912119670768511;0.16238706417368312;0.008343290436502154;0.027563664430528916;1.479553646647945e-05;0.0002023194569554032;0.7073867003390779;0.45390318544317765;0.0069188200906702925;0.07640128586506818;0.8693526282804551;0.0021364954516375242;0.001654248154687364;0.004584960559429435;0.02833087269983479;0.18419350853478292
M;;;;;;;;;;0.0003042651703140415;0.004125733661657941;5.6165117591852726e-08;2.6984788072275893e-06;5.793082773072226e-05;0.0003595690515152074;1.7153712982009594e-06;3.180479188080254e-05;0.006027419265366846;2.3048720035267514e-05;0.008318833085812629;8.26124919463704e-08;0.003146744680029017;7.070268310362364e-05;0.0011949000597887415;0.023134076890514305;0.017233404939100867;1.4046017432730917e-05;1.721782858845887e-05;0.004981241805404006;0.009237408875485163;0.1214239786585904;0.03453205086305267;0.0028541571717693947;0.0003357197174040221;0.001653736954134021;3.8104191007885794e-06;2.1276418166922083e-07;5.108016437471098e-07;4.128236517616532e-05;0.37854467954640214
RW;;;;;;;;;;0.0014836713669201;0.0029986116481472693;2.1345212512075408e-08;0.03636505087202663;1.5158369117160564e-06;0.009156515240011506;5.4759336485511263e-05;4.339361726945498e-09;3.984105054366972e-07;3.701419035902019e-06;0.0004337191933645613;1.5348107148890338e-07;2.8646948900251185e-06;4.431566363536054e-09;0.00035034170654881815;1.5923822919782325e-05;0.025239730975300575;0.0005554290307077014;5.464707067364362e-05;0.0011097014477654456;8.191289384650721e-08;0.3977359531740815;0.08402430638415052;0.00011743883343274435;9.69307230484182e-07;0.029285040321525756;0.0008441637258283631;0.003990762959927997;0.0009862769894662382;0.000915945322236255;0.0015634148057887152
WR;;;;;;;;;;0.0009481151003899083;0.2906050699971011;0.0003675882888634847;0.0006522099024880211;0.005945404806974817;0.24755119415375731;0.0007501527387560076;5.436831698267708e-08;1.1804280722695095e-06;0.0008461994419136405;4.567010774742201e-05;0.0015017482363662636;2.1394253813449353e-09;6.585747642638419e-07;1.4957519810786231e-05;0.00026740097068668527;0.13091950210519598;0.00028439834973284083;0.02665017935974498;0.002256667454128857;0.00735574461512077;0.766013088724849;0.11945438917332629;0.0005471337825763643;8.849091896254396e-07;0.058552721947295015;0.0057769004632862875;0.010037456620228574;0.00015641258424870316;5.374215887401901e-07;0.18675062682904806
GuP;;;;;;;;;;0.00867077634212059;0.05477520350380535;0.013562477711785748;0.02405417119959747;0.0004384852632494684;0.04744152438342591;0.00381076069769408;0.03293115566510197;0.021537927465944587;0.06685400908468074;0.016788708031523925;0.024168744349511516;0.0009126717678458485;0.000744129905546614;0.026485954731539404;2.878885589296306e-05;0.1949341155620432;0.10456230674867778;0.24759252971247564;0.05472711535193779;0.028193326042469383;0.440224958608727;0.226240532368079;0.006827692338402498;0.006902227116467331;0.9395856348199754;0.028857273023981087;0.0798052903193712;0.11090327211195723;0.05476030631637607;0.09007242448210281
TU;;;;;;;;;;0.03808102173651972;0.01146701242155674;0.0005444398484792717;0.02139764627454363;0.0025910423498520722;0.08073473618237233;5.991773020401398e-05;0.0016868935190397585;0.0028993276785406136;6.548126240307344e-05;0.010201064022904174;5.088352328478019e-05;1.0238141096882781e-09;3.903988919441227e-05;0.00023290810354729976;1.4708254019763957e-05;0.0017021334519446653;0.0009906164062301781;0.016963731281124557;1.413292711848896e-07;3.3184342306673464e-05;0.1390871551914342;0.4258974106885721;0.004524227772439403;3.248503023159359e-06;0.0382182853149088;0.0006733941752485386;0.004550770918191217;0.0012097617329873214;1.2668349207342896e-05;0.0047885611864779305
