;100;103;104;114;117;118;120;122;123;133;150;151;152;153;183;214;226;226a;226b;242;254;304;305;306;326;335;403;404;411;426;431
D;0.0013858313933460748;0.004337064927516863;0.0004186029952489976;0.02561113768244714;0.06081553125806888;0.03362001597361797;0.0030013056246999304;0.005122336784693515;0.0021032104976252057;8.593457315283871e-06;2.5377266394454318e-05;0.0002278915545410313;6.102892258297738e-06;6.573111188775275e-07;0.020984567535648778;0.1524584979606216;0.43000884600391465;0.01594699317209442;0.012398092299022834;0.0006636414915681936;0.001220400207324475;0.6818399163254124;0.17657534650988213;0.0026409528673966925;4.353588833793895e-06;0.32515183430219147;0.01661406051706725;0.01065677363086139;0.02388830005619763;0.01646236915527261;0.0008939639432159629
F;0.001083824561083115;0.5691514921066432;0.11319709460499958;0.739129730002599;0.06413596840767871;0.3336674776242972;0.08652401352093006;0.0019048435842844884;6.278539140431154e-06;0.009106928660145818;0.08528206411644187;0.001003310709646659;0.16243500898768298;0.004955964729759048;0.010431106452724227;0.1808706237473871;0.04884875488840643;0.41362462888444673;0.0681610907189619;0.19995675081731457;0.08258697846943708;0.180388490098187;0.048966602258494175;0.011129823793593363;0.0072616337802064255;0.10585182230427458;0.95867512915701;0.21050234531081216;0.09289397890953788;0.014951771099006472;0.20338731559561685
E;0.028085167362840342;0.03622144647954721;0.21285394147734035;0.6421681916895488;0.25291859313736204;0.4584232316665431;0.006198094676363814;0.0072481686499576686;0.11182991609230164;9.923170788256997e-05;0.043311676888672386;0.053492021996071865;0.3112216799528173;0.040660205465641086;0.5526761398143776;0.48157028333160595;0.13109476693440303;0.01864232722865495;0.07442396823825047;0.00010377207103220911;0.0003219375997318933;0.9952869145493085;0.4064064368114988;0.0047412474136976504;0.1540063728393702;0.9114486673267085;0.0058205642145798585;0.004218099529823959;0.009505619387089931;0.09708396023714481;0.28682304906304296
M;0.0006618059788028369;0.00487263691519271;9.93953863615963e-09;9.552604894886688e-06;0.00024853202526321186;0.0001816701560560813;2.6622031092583402e-06;5.67959515894405e-06;0.0022801943528119395;6.597853029199586e-05;0.01607077924581089;7.229141840004439e-09;0.003246510360311498;1.3093207756718641e-05;0.001111198855840141;0.08196325672097886;0.008132478040407946;3.557479571479892e-06;2.6404895995097076e-06;0.005401371025470376;0.03852224230170341;0.07248274623476561;0.02140725738272997;0.0033491864484415357;0.00016834188342656215;0.0029777969524184557;1.8840654957461657e-05;1.248373326712217e-06;1.3559921039145259e-08;7.720817792281773e-06;0.38139871068590403
RW;0.0004371121906532768;0.004640981523705587;7.936782725172068e-10;0.0034175127209107436;2.0121992398804186e-06;0.002139838159421548;0.00011918882029965166;2.256144639745594e-08;9.58203871822263e-08;2.6971744474261727e-06;0.0002944758477700308;2.0568666930430656e-08;1.1745880723459057e-06;1.050391567230574e-09;7.674808044420463e-05;1.6141506721225984e-05;0.021042308493229;0.0002676110966246878;3.1875741032025546e-05;0.0007450953423908084;7.8367601629826e-08;0.3556012962149757;0.07671246553063113;0.00019511485526410913;1.911927961739638e-06;0.04379157424832366;0.0025533758258941574;0.0026179631327707003;0.00022917802949634555;0.0001251000257270804;0.0002554173543946348
WR;0.0004919924027114511;0.11112976402214715;4.217038332679442e-05;0.0012233418666723942;0.0033375818576993205;0.08548399088059969;0.000258587048791397;1.4761502301808542e-07;7.390691760832371e-07;0.0007110352141717535;0.0003285481145899282;0.002028013436084782;3.835838485252631e-08;1.101773676498912e-06;1.476262826464477e-05;0.0001245336549483308;0.05823315701366062;0.0004235495427928904;0.03667774640452135;0.006280421520152517;0.01331597975408878;0.2858377809478196;0.03041714564980076;0.0006023248844343328;5.157942890038783e-07;0.02814262223532845;0.017301138626830075;0.02224535750449251;0.00020612369569215387;8.600405976726012e-07;0.08478046862668023
GuP;0.008841959453444542;0.04632823929462624;0.008307617798993989;0.0461567183797263;0.0003354010076686306;0.016538830701987507;0.003551067991038138;0.030061642120613317;0.018515388822093245;0.02950854131163638;0.013314524898119254;0.09556107864422025;0.0002716628200031968;0.00021636266677594677;0.016842958009461034;1.9677271298665016e-05;0.2687036829274904;0.19779749899154003;0.3407333748060925;0.13347770995436098;0.01541492056848796;0.5823818511856184;0.13322585608734194;0.007340504075272491;0.00286607433847483;0.8970354980610811;0.02358088061771798;0.1278515337338281;0.12717634366428518;0.06534700642048817;0.08980934982365656
TU;0.023773252998219967;0.023706410096751535;0.0007457751831644999;0.019094554914296007;0.008397217893458845;0.2006081655284118;3.0217847016674344e-05;0.0073628101105639035;0.0060230877431096605;2.5659982747655e-05;0.012471828731685388;0.00012862727080291324;1.7540907127173091e-09;0.00018607227107977922;0.0006123271149936956;1.9153493948606505e-05;0.005743900653887208;0.0004979772942471203;0.0068100866145548175;7.054949053593382e-07;3.405990820327329e-05;0.277114751103981;0.3898054511347794;0.006611363501322986;2.3587937067781833e-07;0.07078717788774021;0.0006061843417189295;0.0030345118158926817;0.0008963274785496408;4.994739901483539e-05;0.012238953149304361
IDAF;0.00010084924808991615;99.0;2.651038506199769e-05;9.854642571947212e-06;0.009851373691579887;99.0;3.621461456437892e-08;1.3917473378703634e-07;5.70559118078074e-08;1.95415604029622e-07;5.507838745882918e-05;1.4548592617418126e-06;5.520565260395087e-07;1.7986749166212827e-06;0.001767656808280164;0.00015254698443264137;99.0;0.0004484322658760806;6.948706046244257e-05;0.00031167258464505007;3.7158733595266397e-06;99.0;99.0;8.048160312897173e-08;0.00019076465087872473;99.0;0.0005100711901432739;0.001150131742982049;3.7781754957647626e-06;0.0004972863850554504;3.156022747074028e-05
